Location,Station.Number,Date,Species,Number,ResTotalCatchID
1222,122231,1999-04-15,TFS,1,2319
1222,122231,1999-04-15,MSS,1,2320
1222,122231,1999-04-15,BB,1,2321
1222,122241,1999-04-15,LMB,16,2322
1222,122241,1999-04-15,BG,54,2323
1222,122241,1999-04-15,RSF,55,2324
1222,122241,1999-04-15,WM,6,2325
1222,122241,1999-04-15,CP,11,2326
1222,122241,1999-04-15,KS,1,2327
1222,122241,1999-04-15,CCF,1,2328
1222,122241,1999-04-15,GSH,1,2329
1222,122251,1999-04-15,CP,6,2330
1222,122251,1999-04-15,GF,8,2331
1222,122251,1999-04-15,BG,28,2332
1222,122251,1999-04-15,GSH,44,2333
1222,122251,1999-04-15,RSF,38,2334
1222,122251,1999-04-15,BCR,3,2335
1222,122251,1999-04-15,SBF,6,2336
1222,122251,1999-04-15,LMB,26,2337
1222,122251,1999-04-15,WM,3,2338
1222,122251,1999-04-15,WC,4,2339
1222,122251,1999-04-15,BB,1,2340
4262,426262,1999-04-13,LMB,33,2341
4262,426262,1999-04-13,RSF,67,2342
4262,426262,1999-04-13,BG,27,2343
4262,426262,1999-04-13,CP,1,2344
4262,426262,1999-04-13,WM,1,2345
5226,522631,1999-04-12,LMB,26,2346
5226,522631,1999-04-12,BG,45,2347
5226,522631,1999-04-12,RSF,105,2348
5226,522631,1999-04-12,CP,8,2349
5226,522631,1999-04-12,BB,2,2350
5226,522631,1999-04-12,GSH,1,2351
5226,522631,1999-04-12,BCR,1,2352
5226,522631,1999-04-12,WC,1,2353
4262,426232,1999-06-23,CCF,2,2354
4262,426232,1999-06-23,LMB,25,2355
4262,426232,1999-06-23,CP,10,2356
4262,426232,1999-06-23,SBF,1,2357
4262,426232,1999-06-23,RSF,12,2358
4262,426232,1999-06-23,BG,11,2359
4262,426232,1999-06-23,GF,2,2360
4262,426232,1999-06-23,BB,14,2361
4262,426232,1999-06-23,WC,3,2362
1099,109911,1999-06-11,LMB,17,2368
1099,109911,1999-06-11,BG,127,2369
1099,109911,1999-06-11,RSF,17,2370
1099,109911,1999-06-11,GSH,4,2371
1099,109911,1999-06-11,WC,4,2372
1099,109911,1999-06-11,BCR,2,2373
1099,109911,1999-06-11,CP,2,2374
1099,109911,1999-06-11,WSU,1,2375
1099,109911,1999-06-11,GSF,2,2376
1099,109911,1999-06-11,WM,16,2377
1099,109911,1999-06-11,BB,1,2378
1099,109911,1999-06-11,PSC,6,2379
2355,235511,1999-06-14,RSF,12,2380
2355,235511,1999-06-14,SQ,4,2381
2355,235511,1999-06-14,WSU,8,2382
2355,235511,1999-06-14,LMB,20,2383
2355,235511,1999-06-14,GSF,1,2384
2355,235511,1999-06-14,WC,1,2385
2355,235511,1999-06-14,BG,4,2386
2355,235511,1999-06-14,PSC,1,2387
3029,302941,1999-06-22,WSU,14,2388
3029,302941,1999-06-22,SBF,3,2389
3029,302941,1999-06-22,LMB,5,2390
3029,302941,1999-06-22,CP,2,2391
3029,302941,1999-06-22,TP,6,2392
3029,302941,1999-06-22,ST,6,2393
3029,302941,1999-06-22,SQ,2,2394
3029,302941,1999-06-22,WC,1,2395
3029,302941,1999-06-22,PSC,1,2396
1186,118631,1999-06-21,LMB,41,2397
1186,118631,1999-06-21,CP,2,2398
1186,118631,1999-06-21,RSF,20,2399
1186,118631,1999-06-21,BG,67,2400
1186,118631,1999-06-21,BCR,2,2401
1186,118631,1999-06-21,GSH,3,2402
1186,118631,1999-06-21,SBF,3,2403
1186,118631,1999-06-21,TP,1,2404
1186,118631,1999-06-21,BB,3,2405
1186,118631,1999-06-21,WSU,1,2406
1186,118631,1999-06-21,WC,3,2407
1186,118631,1999-06-21,WM,4,2408
4092,409262,1999-06-21,LMB,12,2409
4092,409262,1999-06-21,GSH,12,2410
4092,409262,1999-06-21,BG,5,2411
4092,409262,1999-06-21,RSH,3,2412
4092,409262,1999-06-21,CP,3,2413
4092,409262,1999-06-21,SQ,2,2414
4092,409262,1999-06-21,TP,4,2415
4092,409262,1999-06-21,WC,2,2416
4092,409262,1999-06-21,BB,2,2417
4092,409262,1999-06-21,SB,1,2418
1222,122251,1999-06-17,CP,28,2419
1222,122251,1999-06-17,GF,4,2420
1222,122251,1999-06-17,GSH,15,2421
1222,122251,1999-06-17,BG,25,2422
1222,122251,1999-06-17,RSF,9,2423
1222,122251,1999-06-17,WC,11,2424
1222,122251,1999-06-17,TFS,7,2425
1222,122251,1999-06-17,BCR,1,2426
1222,122251,1999-06-17,LMB,12,2427
1222,122251,1999-06-17,CCF,1,2428
1222,122251,1999-06-17,WM,1,2429
1222,122241,1999-06-17,CP,1,2430
1222,122241,1999-06-17,TFS,3,2431
1222,122241,1999-06-17,GSH,3,2432
1222,122241,1999-06-17,SBF,2,2433
1222,122241,1999-06-17,RSF,19,2434
1222,122241,1999-06-17,BG,25,2435
1222,122241,1999-06-17,LMB,8,2436
1222,122241,1999-06-17,BCR,1,2437
1222,122241,1999-06-17,BB,2,2438
1222,122241,1999-06-17,WC,4,2439
1222,122241,1999-06-17,WM,1,2440
1222,122211,1999-06-17,WM,4,2441
1222,122211,1999-06-17,BG,10,2442
1222,122211,1999-06-17,WC,14,2443
1222,122211,1999-06-17,TFS,1,2444
1222,122211,1999-06-17,LMB,3,2445
1222,122211,1999-06-17,RSF,2,2446
1091,109151,1999-06-16,RSF,5,2447
1091,109151,1999-06-16,BG,10,2448
1091,109151,1999-06-16,LMB,11,2449
1091,109151,1999-06-16,WSU,3,2450
1091,109151,1999-06-16,CP,1,2451
1091,109151,1999-06-16,BB,1,2452
1091,109151,1999-06-16,PSC,1,2453
1091,109111,1999-06-16,PSC,5,2454
1091,109111,1999-06-16,WSU,7,2455
1091,109111,1999-06-16,LMB,2,2456
1091,109111,1999-06-16,BG,7,2457
1091,109111,1999-06-16,MSS,1,2458
1091,109142,1999-06-16,LMB,1,2459
1091,109142,1999-06-16,ST,1,2460
1091,109142,1999-06-16,BG,1,2461
1091,109142,1999-06-16,SQ,2,2462
1091,109142,1999-06-16,RSF,1,2463
1091,109142,1999-06-16,TP,2,2464
5086,508611,1999-06-15,CCF,13,2465
5086,508611,1999-06-15,RSF,17,2466
5086,508611,1999-06-15,BG,25,2467
5086,508611,1999-06-15,LMB,8,2468
5086,508611,1999-06-15,WC,76,2469
5086,508611,1999-06-15,GSH,1,2470
5086,508611,1999-06-15,PSC,3,2471
5086,508611,1999-06-15,CP,1,2472
4262,425631,1999-06-15,LMB,5,2473
4262,425631,1999-06-15,RSF,2,2474
4262,425631,1999-06-15,WM,2,2475
4262,425631,1999-06-15,WC,3,2476
4262,425631,1999-06-15,BG,4,2477
4262,425641,1999-06-15,LMB,17,2478
4262,425641,1999-06-15,CP,3,2479
4262,425641,1999-06-15,WC,4,2480
4262,425641,1999-06-15,RSF,12,2481
4262,425641,1999-06-15,BB,3,2482
4262,425641,1999-06-15,GSH,2,2483
4262,425641,1999-06-15,BG,19,2484
4262,425641,1999-06-15,CCF,1,2485
4262,425641,1999-06-15,WM,2,2486
1186,118611,1999-04-09,LMB,19,2487
1186,118611,1999-04-09,BG,112,2488
1186,118611,1999-04-09,RSF,37,2489
1186,118611,1999-04-09,WM,17,2490
1186,118611,1999-04-09,BCR,3,2491
1186,118611,1999-04-09,CP,1,2492
1186,118611,1999-04-09,WSU,1,2493
1186,118611,1999-04-09,GSH,1,2494
1186,118611,1999-04-09,WC,1,2495
1186,118611,1999-04-09,PSC,1,2496
1186,118641,1999-04-09,BG,58,2497
1186,118641,1999-04-09,RSF,44,2498
1186,118641,1999-04-09,LMB,15,2499
1186,118641,1999-04-09,GSH,1,2500
1186,118641,1999-04-09,BB,1,2501
1186,118641,1999-04-09,BCR,1,2502
1186,118641,1999-04-09,WM,10,2503
5397,539711,1999-03-29,CP,19,2504
5397,539711,1999-03-29,RSF,26,2505
5397,539711,1999-03-29,LMB,16,2506
5397,539711,1999-03-29,WSU,18,2507
5397,539711,1999-03-29,CCF,2,2508
5397,539711,1999-03-29,WC,13,2509
5397,539711,1999-03-29,BG,4,2510
5397,539711,1999-03-29,MSS,5,2511
5397,539711,1999-03-29,LMP,1,2512
2237,223711,1999-03-30,KS,39,2513
2237,223711,1999-03-30,SQ,8,2514
2237,223711,1999-03-30,TP,8,2515
2237,223711,1999-03-30,WSU,1,2516
2237,223711,1999-03-30,RSF,2,2517
2237,223711,1999-03-30,LMB,10,2518
2237,223711,1999-03-30,BG,1,2519
2237,223711,1999-03-30,PSC,8,2520
2237,223711,1999-03-30,CP,1,2521
2237,223711,1999-03-30,WC,5,2522
2237,223711,1999-03-30,SB,1,2523
2237,223711,1999-03-30,MSS,2,2524
2237,223711,1999-03-30,LMP,1,2525
2237,223711,1999-03-30,GSF,2,2526
2237,223713,1999-03-30,KS,15,2527
2237,223713,1999-03-30,MSS,1,2528
2237,223713,1999-03-30,LMP,1,2529
5446,544662,1999-06-10,CP,5,2530
5446,544662,1999-06-10,TFS,2,2531
5446,544662,1999-06-10,GSH,3,2532
5446,544662,1999-06-10,LMB,1,2533
5446,544662,1999-06-10,RSF,13,2534
5446,544662,1999-06-10,WC,4,2535
5446,544662,1999-06-10,BG,11,2536
5446,544662,1999-06-10,CCF,1,2537
5446,544662,1999-06-10,SBF,1,2538
5446,544662,1999-06-10,BCR,1,2539
5397,539711,1999-06-10,WC,50,2540
5397,539711,1999-06-10,RSF,27,2541
5397,539711,1999-06-10,WSU,17,2542
5397,539711,1999-06-10,CP,15,2543
5397,539711,1999-06-10,LMB,19,2544
5397,539711,1999-06-10,BG,15,2545
5397,539711,1999-06-10,PSC,5,2546
2237,223711,1999-06-09,CP,2,2547
2237,223711,1999-06-09,WSU,25,2548
2237,223711,1999-06-09,TP,5,2549
2237,223711,1999-06-09,KS,2,2550
2237,223711,1999-06-09,SMB,2,2551
2237,223711,1999-06-09,SQ,11,2552
2237,223711,1999-06-09,PSC,3,2553
2237,223711,1999-06-09,MSS,1,2554
2237,223711,1999-06-09,WC,1,2555
2237,223713,1999-06-09,SQ,6,2556
2037,203711,1999-06-09,SMB,9,2557
2037,203711,1999-06-09,SB,3,2558
2037,203711,1999-06-09,SQ,5,2559
2037,203711,1999-06-09,CP,4,2560
2037,203711,1999-06-09,KS,3,2561
2037,203711,1999-06-09,TP,8,2562
2037,203711,1999-06-09,BCR,1,2563
2037,203711,1999-06-09,GSF,1,2564
2037,203711,1999-06-09,MSS,1,2565
2037,203711,1999-06-09,WSU,3,2566
2037,203711,1999-06-09,LMP,6,2567
5226,522631,1999-06-07,RSF,27,2568
5226,522631,1999-06-07,LMB,57,2569
5226,522631,1999-06-07,BG,29,2570
5226,522631,1999-06-07,GSH,14,2571
5226,522631,1999-06-07,CP,4,2572
5226,522631,1999-06-07,BCR,1,2573
5226,522631,1999-06-07,WC,4,2574
5226,522631,1999-06-07,LP,1,2575
4110,411061,1999-05-27,LMB,14,2576
4110,411061,1999-05-27,RSF,8,2577
4110,411061,1999-05-27,BG,5,2578
4110,411061,1999-05-27,CP,1,2579
4110,411061,1999-05-27,WSU,3,2580
4110,411061,1999-05-27,CCF,1,2581
4110,411061,1999-05-27,WC,1,2582
4110,411061,1999-05-27,SBF,1,2583
4110,411031,1999-05-27,LMB,31,2584
4110,411031,1999-05-27,BG,8,2585
4110,411031,1999-05-27,RSF,11,2586
4110,411031,1999-05-27,TP,1,2587
4110,411031,1999-05-27,CP,1,2588
4110,411031,1999-05-27,WSU,11,2589
4110,411031,1999-05-27,GSH,2,2590
4110,411031,1999-05-27,WM,1,2591
4110,411031,1999-05-27,CCF,1,2592
4110,411031,1999-05-27,WC,2,2593
4110,411031,1999-05-27,PSC,3,2594
4222,422211,1999-05-27,CP,10,2595
4222,422211,1999-05-27,BG,36,2596
4222,422211,1999-05-27,WC,44,2597
4222,422211,1999-05-27,LMB,38,2598
4222,422211,1999-05-27,RSF,30,2599
4222,422211,1999-05-27,GSH,5,2600
4222,422211,1999-05-27,GSF,3,2601
4222,422211,1999-05-27,WM,8,2602
4222,422211,1999-05-27,BB,2,2603
4222,422211,1999-05-27,PSC,1,2604
4222,422211,1999-05-27,CCF,1,2605
1029,102952,1999-05-26,BG,28,2606
1029,102952,1999-05-26,RSF,18,2607
1029,102952,1999-05-26,LMB,9,2608
1029,102952,1999-05-26,WC,13,2609
1029,102952,1999-05-26,CP,6,2610
1029,102952,1999-05-26,GSH,13,2611
1029,102952,1999-05-26,SQ,2,2612
1029,102952,1999-05-26,BCR,1,2613
1029,102952,1999-05-26,BB,3,2614
1029,102952,1999-05-26,WSU,1,2615
1029,102934,1999-05-26,CP,3,2616
1029,102934,1999-05-26,RSF,6,2617
1029,102934,1999-05-26,BG,21,2618
1029,102934,1999-05-26,WC,12,2619
1029,102934,1999-05-26,BB,4,2620
1029,102934,1999-05-26,GSH,5,2621
1029,102934,1999-05-26,LMB,3,2622
1029,102934,1999-05-26,BCR,1,2623
1029,102934,1999-05-26,CCF,2,2624
1029,102934,1999-05-26,GF,2,2625
1029,102934,1999-05-26,LP,2,2626
1029,102934,1999-05-26,WSU,3,2627
1029,102934,1999-05-26,TP,1,2628
1029,102934,1999-05-26,WM,1,2629
3115,311531,1999-05-25,LMB,45,2630
3115,311531,1999-05-25,RSF,11,2631
3115,311531,1999-05-25,BG,86,2632
3115,311531,1999-05-25,TP,2,2633
3115,311531,1999-05-25,WC,1,2634
3115,311531,1999-05-25,BB,1,2635
3115,311531,1999-05-25,CP,3,2636
3115,311531,1999-05-25,GF,1,2637
3115,311531,1999-05-25,PSC,2,2638
3115,311531,1999-05-25,WM,2,2639
3115,311531,1999-05-25,YFG,1,2640
3070,307011,1999-05-25,SB,15,2642
3070,307011,1999-05-25,WSU,7,2643
3070,307011,1999-05-25,LMB,10,2644
3070,307011,1999-05-25,SQ,1,2645
3070,307011,1999-05-25,TP,3,2646
3070,307011,1999-05-25,ST,2,2647
3070,307011,1999-05-25,BG,1,2648
3070,307011,1999-05-25,KS,1,2649
3070,307011,1999-05-25,PSC,1,2650
4262,425661,1999-08-30,CP,7,2651
4262,425661,1999-08-30,LMB,36,2652
4262,425661,1999-08-30,BB,4,2653
4262,425661,1999-08-30,BCR,1,2654
4262,425661,1999-08-30,WC,1,2655
4262,425661,1999-08-30,BG,8,2656
4262,425661,1999-08-30,GSH,5,2657
4262,425661,1999-08-30,RSF,1,2658
4262,425631,1999-08-30,CP,1,2660
4262,425631,1999-08-30,LMB,17,2661
4262,425631,1999-08-30,BG,6,2662
4262,425631,1999-08-30,RSF,2,2663
4262,425631,1999-08-30,YFG,1,2664
4262,425631,1999-08-30,PSC,1,2665
5086,508611,1999-08-25,LMB,9,2666
5086,508611,1999-08-25,RSF,34,2667
5086,508611,1999-08-25,BG,52,2668
5086,508611,1999-08-25,CP,5,2669
5086,508611,1999-08-25,TFS,1,2670
5086,508611,1999-08-25,WC,32,2671
5086,508611,1999-08-25,CCF,8,2672
5086,508611,1999-08-25,GSH,1,2673
5086,508611,1999-08-25,WSU,1,2674
5086,508611,1999-08-25,YFG,3,2675
5086,508611,1999-08-25,LP,2,2676
5086,508611,1999-08-25,SB,3,2677
5226,522631,1999-08-24,GSH,8,2678
5226,522631,1999-08-24,LMB,18,2679
5226,522631,1999-08-24,RSF,20,2680
5226,522631,1999-08-24,CP,2,2681
5226,522631,1999-08-24,BG,27,2682
5226,522631,1999-08-24,BCR,1,2683
5226,522631,1999-08-24,WC,1,2684
5226,522631,1999-08-24,YFG,6,2685
5226,522631,1999-08-24,BB,1,2686
5226,522631,1999-08-24,SSG,1,2687
1186,118641,1999-08-12,LMB,14,2694
1186,118641,1999-08-12,RSF,12,2695
1186,118641,1999-08-12,BG,3,2696
1186,118641,1999-08-12,BCR,1,2697
1186,118641,1999-08-12,WM,1,2698
1186,118641,1999-08-12,CP,3,2699
1186,118631,1999-08-12,LMB,30,2700
1186,118631,1999-08-12,CP,13,2701
1186,118631,1999-08-12,GSH,6,2702
1186,118631,1999-08-12,RSF,17,2703
1186,118631,1999-08-12,WM,2,2704
1186,118631,1999-08-12,BG,20,2705
1186,118631,1999-08-12,PSC,1,2706
2355,235511,1999-08-17,TFS,2,2707
2355,235511,1999-08-17,LMB,15,2708
2355,235511,1999-08-17,RSF,4,2709
2355,235511,1999-08-17,WSU,8,2710
2355,235511,1999-08-17,CP,2,2711
2355,235511,1999-08-17,BG,2,2712
2355,235511,1999-08-17,YFG,3,2713
2355,235511,1999-08-17,PSC,3,2714
2355,235511,1999-08-17,TP,2,2715
1029,102952,1999-08-18,CP,6,2716
1029,102952,1999-08-18,GSH,5,2717
1029,102952,1999-08-18,WSU,2,2718
1029,102952,1999-08-18,BCR,1,2719
1029,102952,1999-08-18,LMB,6,2720
1029,102952,1999-08-18,BG,1,2721
1029,102952,1999-08-18,WC,1,2722
1029,102932,1999-08-18,CP,4,2723
1029,102932,1999-08-18,LMB,32,2724
1029,102932,1999-08-18,RSF,5,2725
1029,102932,1999-08-18,GSH,8,2726
1029,102932,1999-08-18,BCR,6,2727
1029,102932,1999-08-18,BG,10,2728
1029,102932,1999-08-18,LP,1,2729
1029,102932,1999-08-18,SBF,2,2730
1029,102932,1999-08-18,CCF,2,2731
1029,102932,1999-08-18,WC,1,2732
1029,102932,1999-08-18,WSU,9,2733
1029,102932,1999-08-18,BB,3,2734
3029,302941,1999-08-19,LMB,22,2735
3029,302941,1999-08-19,ST,20,2736
3029,302941,1999-08-19,SB,8,2737
3029,302941,1999-08-19,TFS,50,2738
3029,302941,1999-08-19,CP,5,2739
3029,302941,1999-08-19,TP,16,2740
3029,302941,1999-08-19,SBF,2,2741
3029,302941,1999-08-19,WC,3,2742
3029,302941,1999-08-19,WSU,6,2743
3029,302941,1999-08-19,SQ,5,2744
3029,302941,1999-08-19,KS,1,2745
3029,302941,1999-08-19,YFG,1,2746
3029,302941,1999-08-19,PSC,2,2747
4222,422231,1999-07-27,LMB,22,2748
4222,422231,1999-07-27,RSF,25,2749
4222,422231,1999-07-27,BG,22,2750
4222,422231,1999-07-27,CP,8,2751
4222,422231,1999-07-27,GSH,1,2752
4222,422231,1999-07-27,WC,28,2753
4222,422231,1999-07-27,BB,5,2754
4222,422231,1999-07-27,GSF,3,2755
4222,422231,1999-07-27,BCR,1,2756
4222,422231,1999-07-27,TFS,1,2757
4222,422231,1999-07-27,GF,1,2758
4262,426234,1999-08-11,LMB,8,2759
4262,426234,1999-08-11,CP,3,2760
4262,426234,1999-08-11,RSF,28,2761
4262,426234,1999-08-11,WC,1,2762
4262,426234,1999-08-11,GSH,6,2763
4262,426234,1999-08-11,BG,1,2764
4262,426264,1999-08-11,LMB,15,2765
4262,426264,1999-08-11,GSH,2,2766
4262,426264,1999-08-11,CP,1,2767
4262,426264,1999-08-11,RSF,6,2768
4262,426264,1999-08-11,CCF,2,2769
4262,426264,1999-08-11,BB,1,2770
1099,109911,1999-07-28,CP,8,2771
1099,109911,1999-07-28,LMB,27,2772
1099,109911,1999-07-28,WSU,14,2773
1099,109911,1999-07-28,RSF,5,2774
1099,109911,1999-07-28,WC,5,2775
1099,109911,1999-07-28,BG,24,2776
1099,109911,1999-07-28,BCR,1,2777
1099,109911,1999-07-28,WM,2,2778
1099,109911,1999-07-28,GSH,3,2779
1099,109911,1999-07-28,CCF,1,2780
1091,109151,1999-07-28,LMB,15,2781
1091,109151,1999-07-28,RSF,7,2782
1091,109151,1999-07-28,WSU,9,2783
1091,109151,1999-07-28,CP,6,2784
1091,109151,1999-07-28,BB,1,2785
1091,109151,1999-07-28,BG,2,2786
1091,109142,1999-07-28,LMB,2,2787
1091,109142,1999-07-28,BG,1,2788
1222,122251,1999-07-29,LMB,14,2789
1222,122251,1999-07-29,RSF,11,2790
1222,122251,1999-07-29,TFS,13,2791
1222,122251,1999-07-29,CP,11,2792
1222,122251,1999-07-29,GSH,5,2793
1222,122251,1999-07-29,BCR,4,2794
1222,122251,1999-07-29,ST,1,2795
1222,122251,1999-07-29,WC,11,2796
1222,122251,1999-07-29,BG,5,2797
1222,122251,1999-07-29,CCF,2,2798
1222,122251,1999-07-29,BB,1,2799
1222,122241,1999-07-29,RSF,11,2800
1222,122241,1999-07-29,LMB,13,2801
1222,122241,1999-07-29,BCR,1,2802
1222,122241,1999-07-29,CP,4,2803
1222,122241,1999-07-29,WC,4,2804
1222,122241,1999-07-29,CCF,1,2805
1222,122241,1999-07-29,BG,10,2806
1222,122241,1999-07-29,WM,1,2807
1222,122211,1999-07-29,CP,3,2808
1222,122211,1999-07-29,MSS,1,2809
1222,122211,1999-07-29,LMB,5,2810
1222,122211,1999-07-29,WC,3,2811
1222,122211,1999-07-29,GF,1,2812
1222,122211,1999-07-29,RSF,3,2813
1222,122211,1999-07-29,BG,12,2814
1222,122211,1999-07-29,WM,5,2815
1222,122211,1999-07-29,GSF,1,2816
3070,307011,1999-08-03,LMB,13,2817
3070,307011,1999-08-03,SB,8,2818
3070,307011,1999-08-03,WSU,4,2819
3070,307011,1999-08-03,TP,1,2820
3070,307011,1999-08-03,SQ,3,2821
3070,307011,1999-08-03,CP,1,2822
3070,307011,1999-08-03,YFG,1,2823
3115,311531,1999-08-03,LMB,34,2824
3115,311531,1999-08-03,RSF,23,2825
3115,311531,1999-08-03,BG,55,2826
3115,311531,1999-08-03,GSH,1,2827
3115,311531,1999-08-03,ST,6,2828
3115,311531,1999-08-03,TFS,1,2829
3115,311531,1999-08-03,WM,1,2830
3115,311531,1999-08-03,BB,2,2831
3115,311531,1999-08-03,CP,3,2832
4110,411061,1999-08-04,LMB,18,2833
4110,411061,1999-08-04,RSF,34,2834
4110,411061,1999-08-04,GSH,2,2835
4110,411061,1999-08-04,BCR,1,2836
4110,411061,1999-08-04,WC,1,2837
4110,411061,1999-08-04,BG,4,2838
4110,411061,1999-08-04,CP,2,2839
4110,411061,1999-08-04,YFG,1,2840
4110,411031,1999-08-04,LMB,23,2841
4110,411031,1999-08-04,BG,10,2842
4110,411031,1999-08-04,RSF,14,2843
4110,411031,1999-08-04,WC,1,2844
4110,411031,1999-08-04,CP,4,2845
4110,411031,1999-08-04,WSU,2,2846
4110,411031,1999-08-04,TFS,1,2847
4110,411031,1999-08-04,WM,1,2848
4110,411031,1999-08-04,PSC,1,2849
4092,409242,1999-08-04,LMB,5,2850
4092,409242,1999-08-04,SQ,2,2851
4092,409242,1999-08-04,GSH,1,2852
4092,409242,1999-08-04,BG,1,2853
4092,409262,1999-08-04,LMB,15,2854
4092,409262,1999-08-04,SQ,7,2855
4092,409262,1999-08-04,GSH,32,2856
4092,409262,1999-08-04,RSF,8,2857
4092,409262,1999-08-04,BG,1,2858
4092,409262,1999-08-04,SB,2,2859
4092,409262,1999-08-04,TP,1,2860
4092,409262,1999-08-04,MSS,3,2861
4092,409262,1999-08-04,WM,1,2862
4092,409262,1999-08-04,PSC,2,2863
4092,409262,1999-08-04,GMB,2,2864
4092,409262,1999-08-04,CP,3,2865
4092,409262,1999-08-04,BB,1,2866
5446,544662,1999-08-05,LMB,17,2867
5446,544662,1999-08-05,CP,13,2868
5446,544662,1999-08-05,WC,10,2869
5446,544662,1999-08-05,RSF,2,2870
5446,544662,1999-08-05,GSH,2,2871
5446,544662,1999-08-05,GMB,1,2872
5397,539711,1999-08-09,RSF,12,2873
5397,539711,1999-08-09,CP,22,2874
5397,539711,1999-08-09,WSU,8,2875
5397,539711,1999-08-09,WC,15,2876
5397,539711,1999-08-09,SBF,1,2877
5397,539711,1999-08-09,LMB,27,2878
5397,539711,1999-08-09,SB,1,2879
5397,539711,1999-08-09,BG,7,2880
5397,539711,1999-08-09,GSH,4,2881
5397,539711,1999-08-09,TFS,12,2882
5397,539711,1999-08-09,BCR,1,2883
2037,203711,1999-08-10,SMB,14,2884
2037,203711,1999-08-10,RSF,3,2885
2037,203711,1999-08-10,TFS,22,2886
2037,203711,1999-08-10,SQ,3,2887
2037,203711,1999-08-10,SB,8,2888
2037,203711,1999-08-10,WSU,6,2889
2037,203711,1999-08-10,PSC,11,2890
2037,203711,1999-08-10,BG,1,2891
2037,203711,1999-08-10,CP,7,2892
2237,223711,1999-08-10,SMB,11,2893
2237,223711,1999-08-10,WSU,6,2894
2237,223711,1999-08-10,CP,17,2895
2237,223711,1999-08-10,SQ,1,2896
2237,223711,1999-08-10,TFS,5,2897
2237,223711,1999-08-10,TP,22,2898
2237,223711,1999-08-10,PSC,26,2899
2237,223711,1999-08-10,WC,1,2900
2237,223711,1999-08-10,LMP,1,2901
2237,223713,1999-08-10,SQ,8,2902
2237,223713,1999-08-10,CP,2,2903
2237,223713,1999-08-10,WSU,1,2904
2237,223713,1999-08-10,MSS,1,2905
2237,223713,1999-08-10,PSC,4,2906
2237,223713,1999-08-10,SMB,1,2907
5086,508611,1997-02-13,BG,82,2911
5086,508611,1997-02-13,LMB,10,2912
5086,508611,1997-02-13,WC,1,2913
5086,508611,1997-02-13,WM,1,2914
5086,508611,1997-02-13,SB,1,2915
5086,508611,1997-02-13,TFS,4,2916
5086,508611,1997-02-13,KS,1,2917
5086,508611,1997-02-13,GMB,1,2918
5086,508611,1997-02-13,CP,2,2919
5086,508611,1997-02-13,MSS,2,2920
5086,508611,1997-02-13,PSC,4,2921
5086,508611,1997-02-13,BB,1,2922
5086,508611,1997-02-13,GSH,1,2923
5086,508611,1997-02-13,CCF,3,2924
4222,422221,1997-01-27,BB,1,2926
Calaveras River,E07541,2001-04-03,CP,3,2927
Calaveras River,E07541,2001-04-03,TFS,1,2928
Calaveras River,E07541,2001-04-03,WM,1,2929
Calaveras River,E07541,2001-04-03,WSU,1,2930
Calaveras River,E07541,2001-04-03,RSF,4,2931
Calaveras River,E07541,2001-04-03,BG,16,2932
Calaveras River,E07541,2001-04-03,MSS,3,2933
Calaveras River,E07541,2001-04-03,LMB,15,2934
Middle River,C38042,2001-04-04,TFS,5,2935
Middle River,C38042,2001-04-04,SB,1,2936
Middle River,C38042,2001-04-04,RSF,8,2937
Middle River,C38042,2001-04-04,LMB,18,2938
Middle River,C38042,2001-04-04,GSH,1,2939
Middle River,C38042,2001-04-04,CP,2,2940
Middle River,C38042,2001-04-04,TP,3,2941
Middle River,C38042,2001-04-04,CCF,1,2942
Snodgrass Slough,E31052,2001-04-05,CP,6,2944
Snodgrass Slough,E31052,2001-04-05,LMB,6,2945
Snodgrass Slough,E31052,2001-04-05,WSU,9,2946
Snodgrass Slough,E31052,2001-04-05,RSF,12,2947
Snodgrass Slough,E31052,2001-04-05,CCF,3,2948
Snodgrass Slough,E31052,2001-04-05,SQ,10,2949
Snodgrass Slough,E31052,2001-04-05,BCR,1,2950
Snodgrass Slough,E31052,2001-04-05,SMB,4,2951
Snodgrass Slough,E31052,2001-04-05,tp,2,2952
Snodgrass Slough,E31052,2001-04-05,BG,18,2953
Snodgrass Slough,E31052,2001-04-05,SSC,1,2954
Snodgrass Slough,E31052,2001-04-05,LP,5,2955
Snodgrass Slough,E31052,2001-04-05,ST,1,2956
Fourteenmile Slough,E02832,2001-04-09,CP,3,2957
Fourteenmile Slough,E02832,2001-04-09,GF,1,2958
Fourteenmile Slough,E02832,2001-04-09,BB,2,2959
Fourteenmile Slough,E02832,2001-04-09,LMB,8,2960
Fourteenmile Slough,E02832,2001-04-09,SBF,1,2961
Fourteenmile Slough,E02832,2001-04-09,RSF,41,2962
Fourteenmile Slough,E02832,2001-04-09,WM,1,2963
Fourteenmile Slough,E02832,2001-04-09,BG,66,2964
Fourteenmile Slough,E02832,2001-04-09,GSH,7,2965
Woodward Cut,S07862,2001-04-10,LMB,6,2966
Woodward Cut,S07862,2001-04-10,BG,5,2967
Woodward Cut,S07862,2001-04-10,GSH,18,2968
Woodward Cut,S07862,2001-04-10,CP,4,2969
Woodward Cut,S07862,2001-04-10,GF,1,2970
