Location,Station.Number,Date,Species,Number,ResTotalCatchID
4222,422211,1995-02-10,BG,237,1
4222,422211,1995-02-10,CP,3,2
4222,422211,1995-02-10,GMB,1,3
4222,422211,1995-02-10,GSF,2,4
4222,422211,1995-02-10,LMB,31,5
4222,422211,1995-02-10,RSF,7,6
4222,422211,1995-02-10,SB,1,7
4222,422211,1995-02-10,WM,31,8
4222,422241,1995-02-10,BG,19,9
4222,422241,1995-02-10,LMB,2,10
4222,422241,1995-02-10,RSF,1,11
4222,422241,1995-02-10,WM,5,12
1091,109111,1995-02-14,BG,6,13
1091,109111,1995-02-14,GSH,2,14
1091,109111,1995-02-14,LMB,3,15
1091,109111,1995-02-14,RSF,11,16
1091,109111,1995-02-14,STH,7,17
1091,109111,1995-02-14,WM,1,18
1091,109141,1995-02-14,GSH,1,19
1091,109141,1995-02-14,LMB,2,20
1091,109141,1995-02-14,RSF,1,21
1091,109141,1995-02-14,STH,12,22
1099,109911,1995-02-14,BG,93,23
1099,109911,1995-02-14,CP,3,24
1099,109911,1995-02-14,GSH,3,25
1099,109911,1995-02-14,LMB,11,26
1099,109911,1995-02-14,RSF,45,27
1099,109911,1995-02-14,WC,1,28
1099,109911,1995-02-14,WM,13,29
1099,109921,1995-02-14,BB,2,30
1099,109921,1995-02-14,BCR,1,31
1099,109921,1995-02-14,BG,30,32
1099,109921,1995-02-14,GSH,2,33
1099,109921,1995-02-14,LMB,34,34
1099,109921,1995-02-14,RSF,70,35
1099,109921,1995-02-14,WM,3,36
1029,102932,1995-02-15,BCR,1,37
1029,102932,1995-02-15,BG,39,38
1029,102932,1995-02-15,LMB,15,39
1029,102932,1995-02-15,RSF,35,40
1029,102932,1995-02-15,STH,1,41
1029,102932,1995-02-15,WM,2,42
1029,102952,1995-02-15,BG,3,43
1029,102952,1995-02-15,GMB,1,44
1029,102952,1995-02-15,LMB,2,45
1029,102952,1995-02-15,RSF,2,46
2355,235511,1995-02-15,BG,13,47
2355,235511,1995-02-15,KS,1,48
2355,235511,1995-02-15,LMB,15,49
2355,235511,1995-02-15,RSF,2,50
2355,235511,1995-02-15,SQ,1,51
2355,235511,1995-02-15,STH,13,52
2355,235511,1995-02-15,TP,1,53
2355,235511,1995-02-15,WM,1,54
4262,425611,1995-02-16,BG,131,55
4262,425611,1995-02-16,LMB,13,56
4262,425611,1995-02-16,RSF,4,57
4262,425611,1995-02-16,WM,2,58
4262,425641,1995-02-16,BG,73,59
4262,425641,1995-02-16,GSH,3,60
4262,425641,1995-02-16,LMB,10,61
4262,425641,1995-02-16,RSF,7,62
4262,425641,1995-02-16,WM,1,63
4262,426244,1995-02-16,BG,20,64
4262,426244,1995-02-16,GSH,4,65
4262,426244,1995-02-16,LMB,17,66
4262,426244,1995-02-16,RSF,22,67
4262,426244,1995-02-16,WM,3,68
5397,539711,1995-02-21,BG,18,69
5397,539711,1995-02-21,CCF,4,70
5397,539711,1995-02-21,GSF,1,71
5397,539711,1995-02-21,LMB,11,72
5397,539711,1995-02-21,MSS,3,73
5397,539711,1995-02-21,RSF,4,74
5397,539711,1995-02-21,SSG,1,75
5397,539711,1995-02-21,WM,1,76
5446,544652,1995-02-21,BG,67,77
5446,544652,1995-02-21,GSH,10,78
5446,544652,1995-02-21,LMB,13,79
5446,544652,1995-02-21,MSS,1,80
5446,544652,1995-02-21,RSF,13,81
5086,508611,1995-02-22,BG,31,82
5086,508611,1995-02-22,CCF,8,83
5086,508611,1995-02-22,LMB,5,84
5086,508611,1995-02-22,MSS,1,85
5086,508611,1995-02-22,SB,7,86
5086,508611,1995-02-22,TFS,2,87
5226,522651,1995-02-22,BG,40,88
5226,522651,1995-02-22,GSH,16,89
5226,522651,1995-02-22,LMB,20,90
5226,522651,1995-02-22,RSF,28,91
1222,122211,1995-02-23,BG,17,92
1222,122211,1995-02-23,CP,1,93
1222,122211,1995-02-23,GF,1,94
1222,122211,1995-02-23,LMB,5,95
1222,122211,1995-02-23,WM,1,96
1222,122251,1995-02-23,BG,40,97
1222,122251,1995-02-23,GSH,12,98
1222,122251,1995-02-23,LMB,7,99
1222,122251,1995-02-23,RSF,12,100
1222,122251,1995-02-23,TFS,1,101
1222,122251,1995-02-23,WM,2,102
1186,118611,1995-02-24,BG,156,103
1186,118611,1995-02-24,CP,2,104
1186,118611,1995-02-24,KS,1,105
1186,118611,1995-02-24,LMB,21,106
1186,118611,1995-02-24,RSF,7,107
1186,118611,1995-02-24,WM,13,108
4110,411011,1995-02-24,BG,55,109
4110,411011,1995-02-24,GMB,1,110
4110,411011,1995-02-24,LMB,7,111
4110,411011,1995-02-24,RSF,1,112
4110,411011,1995-02-24,WM,2,113
4110,411041,1995-02-24,BG,1,114
4110,411041,1995-02-24,CP,1,115
4110,411041,1995-02-24,LMB,7,116
4110,411041,1995-02-24,RSF,2,117
3029,302941,1995-02-27,KS,22,118
3029,302941,1995-02-27,LMB,6,119
3029,302941,1995-02-27,PSC,1,120
3029,302941,1995-02-27,SQ,2,121
3029,302941,1995-02-27,STH,2,122
3029,302941,1995-02-27,TP,4,123
3070,307011,1995-02-27,CCF,2,124
3070,307011,1995-02-27,KS,1,125
3070,307011,1995-02-27,LMB,2,126
3070,307011,1995-02-27,RSF,1,127
3070,307011,1995-02-27,SB,2,128
3070,307011,1995-02-27,SSG,2,129
3115,311511,1995-02-27,BG,69,130
3115,311511,1995-02-27,LMB,16,131
3115,311511,1995-02-27,RSF,1,132
3115,311511,1995-02-27,WM,1,133
2237,223711,1995-03-01,GMB,1,134
2237,223711,1995-03-01,GSF,2,135
2237,223711,1995-03-01,KS,46,136
2237,223711,1995-03-01,LMB,8,137
2237,223711,1995-03-01,MSS,2,138
2237,223711,1995-03-01,PSC,2,139
2237,223711,1995-03-01,RLP,2,140
2237,223711,1995-03-01,RSF,2,141
2237,223711,1995-03-01,SMB,15,142
2237,223711,1995-03-01,SSG,1,143
2237,223711,1995-03-01,STH,2,144
2237,223711,1995-03-01,TP,3,145
2237,223713,1995-03-01,KS,28,146
2237,223713,1995-03-01,MSS,2,147
2237,223713,1995-03-01,STH,1,148
2037,203711,1995-03-06,BG,1,149
2037,203711,1995-03-06,KS,20,150
2037,203711,1995-03-06,SB,1,151
2037,203711,1995-03-06,SMB,13,152
2037,203711,1995-03-06,SQ,1,153
2037,203711,1995-03-06,TP,5,154
4092,409244,1995-03-13,KS,2,155
4092,409244,1995-03-13,LMB,2,156
4092,409244,1995-03-13,MSS,1,157
4092,409244,1995-03-13,RSF,1,158
4092,409244,1995-03-13,TFS,2,159
3029,302941,1995-04-07,GF,1,160
3029,302941,1995-04-07,KS,3,161
3029,302941,1995-04-07,LMB,3,162
3029,302941,1995-04-07,RSF,2,163
3029,302941,1995-04-07,SQ,2,164
3029,302941,1995-04-07,TP,2,165
3115,311511,1995-04-07,BG,47,166
3115,311511,1995-04-07,LMB,12,167
3115,311511,1995-04-07,PSC,1,168
3115,311511,1995-04-07,RSF,1,169
3115,311511,1995-04-07,SSG,2,170
3115,311511,1995-04-07,WM,1,171
3115,311551,1995-04-07,BG,19,172
3115,311551,1995-04-07,LMB,10,173
3115,311551,1995-04-07,PSC,1,174
4110,411011,1995-04-25,BG,5,175
4110,411011,1995-04-25,GSH,3,176
4110,411011,1995-04-25,LMB,10,177
4110,411011,1995-04-25,RSF,1,178
4110,411011,1995-04-25,TP,1,179
4110,411041,1995-04-25,BB,1,180
4110,411041,1995-04-25,BG,2,181
4110,411041,1995-04-25,LMB,11,182
1186,118611,1995-04-26,BG,35,183
1186,118611,1995-04-26,CP,2,184
1186,118611,1995-04-26,GSH,3,185
1186,118611,1995-04-26,LMB,24,186
1186,118611,1995-04-26,RSF,6,187
1186,118611,1995-04-26,WM,9,188
1222,122211,1995-04-26,BB,1,189
1222,122211,1995-04-26,BCR,1,190
1222,122211,1995-04-26,BG,60,191
1222,122211,1995-04-26,CCF,7,192
1222,122211,1995-04-26,CP,10,193
1222,122211,1995-04-26,GF,1,194
1222,122211,1995-04-26,GSH,8,195
1222,122211,1995-04-26,LMB,9,196
1222,122211,1995-04-26,RSF,11,197
1222,122211,1995-04-26,TFS,13,198
1222,122211,1995-04-26,TP,1,199
1222,122211,1995-04-26,WC,5,200
1222,122251,1995-04-26,BCR,2,201
1222,122251,1995-04-26,BG,60,202
1222,122251,1995-04-26,CP,1,203
1222,122251,1995-04-26,GSH,19,204
1222,122251,1995-04-26,LMB,6,205
1222,122251,1995-04-26,PSC,1,206
1222,122251,1995-04-26,RSF,16,207
1222,122251,1995-04-26,SBF,1,208
1222,122251,1995-04-26,TFS,3,209
1222,122251,1995-04-26,WM,6,210
2037,203711,1995-04-27,KS,18,211
2037,203711,1995-04-27,LMP,2,212
2037,203711,1995-04-27,RSF,1,213
2037,203711,1995-04-27,SMB,15,214
2037,203711,1995-04-27,TP,3,215
2037,203751,1995-04-27,BG,1,216
2037,203751,1995-04-27,KS,31,217
2037,203751,1995-04-27,LMP,1,218
2037,203751,1995-04-27,SMB,19,219
2037,203751,1995-04-27,SQ,4,220
2037,203751,1995-04-27,TP,20,221
2037,203751,1995-04-27,WSU,1,222
2237,223711,1995-04-27,BG,1,223
2237,223711,1995-04-27,KS,52,224
2237,223711,1995-04-27,PSC,3,225
2237,223711,1995-04-27,RSF,1,226
2237,223711,1995-04-27,SMB,10,227
2237,223711,1995-04-27,SQ,1,228
2237,223711,1995-04-27,STH,1,229
2237,223711,1995-04-27,TP,10,230
2237,223711,1995-04-27,WC,2,231
2237,223713,1995-04-27,KS,9,232
2237,223713,1995-04-27,RCH,1,233
2237,223713,1995-04-27,SQ,4,234
2237,223713,1995-04-27,TFS,1,235
2237,223713,1995-04-27,WSU,1,236
1091,109131,1995-04-28,BB,1,237
1091,109131,1995-04-28,BCR,3,238
1091,109131,1995-04-28,BG,63,239
1091,109131,1995-04-28,CCF,4,240
1091,109131,1995-04-28,GSH,1,241
1091,109131,1995-04-28,KS,2,242
1091,109131,1995-04-28,LMB,24,243
1091,109131,1995-04-28,LP,2,244
1091,109131,1995-04-28,RSF,50,245
1091,109131,1995-04-28,SB,1,246
1091,109131,1995-04-28,SMB,1,247
1091,109131,1995-04-28,SQ,1,248
1091,109131,1995-04-28,WM,2,249
1091,109141,1995-04-28,BG,7,250
1091,109141,1995-04-28,CCF,1,251
1091,109141,1995-04-28,KS,2,252
1091,109141,1995-04-28,LMB,10,253
1091,109141,1995-04-28,LP,6,254
1091,109141,1995-04-28,RSF,8,255
1091,109141,1995-04-28,TP,2,256
1099,109931,1995-04-28,BB,4,257
1099,109931,1995-04-28,BCR,2,258
1099,109931,1995-04-28,BG,164,259
1099,109931,1995-04-28,CCF,1,260
1099,109931,1995-04-28,CP,6,261
1099,109931,1995-04-28,GSH,22,262
1099,109931,1995-04-28,KS,1,263
1099,109931,1995-04-28,LMB,43,264
1099,109931,1995-04-28,PSC,1,265
1099,109931,1995-04-28,RSF,64,266
1099,109931,1995-04-28,TFS,4,267
1099,109931,1995-04-28,TP,1,268
1099,109931,1995-04-28,WC,5,269
1099,109931,1995-04-28,WM,12,270
4262,425611,1995-05-02,BB,1,271
4262,425611,1995-05-02,BG,34,272
4262,425611,1995-05-02,CCF,1,273
4262,425611,1995-05-02,LMB,15,274
4262,425611,1995-05-02,MSS,1,275
4262,425611,1995-05-02,PSC,1,276
4262,425611,1995-05-02,RSF,8,277
4262,425641,1995-05-02,BB,3,278
4262,425641,1995-05-02,BG,50,279
4262,425641,1995-05-02,GSH,4,280
4262,425641,1995-05-02,LMB,13,281
4262,425641,1995-05-02,RSF,18,282
4262,425641,1995-05-02,WM,1,283
4262,426244,1995-05-02,BB,1,284
4262,426244,1995-05-02,BCR,1,285
4262,426244,1995-05-02,BG,29,286
4262,426244,1995-05-02,CP,1,287
4262,426244,1995-05-02,GSH,7,288
4262,426244,1995-05-02,LMB,27,289
4262,426244,1995-05-02,RSF,9,290
4262,426244,1995-05-02,WM,4,291
1029,102932,1995-05-03,GSH,1,292
1029,102932,1995-05-03,LMB,1,293
1029,102932,1995-05-03,WC,1,294
1029,102952,1995-05-03,BB,2,295
1029,102952,1995-05-03,BG,8,296
1029,102952,1995-05-03,CCF,1,297
1029,102952,1995-05-03,CP,1,298
1029,102952,1995-05-03,KS,1,299
1029,102952,1995-05-03,LMB,1,300
1029,102952,1995-05-03,RSF,2,301
1029,102952,1995-05-03,SB,3,302
1029,102952,1995-05-03,WC,2,303
1029,102952,1995-05-03,WCR,1,304
1029,102952,1995-05-03,WSU,1,305
2355,235511,1995-05-03,BG,6,306
2355,235511,1995-05-03,CP,1,307
2355,235511,1995-05-03,DS,12,308
2355,235511,1995-05-03,GSF,1,309
2355,235511,1995-05-03,KS,25,310
2355,235511,1995-05-03,LMB,28,311
2355,235511,1995-05-03,RSF,9,312
2355,235511,1995-05-03,SQ,2,313
2355,235511,1995-05-03,ST,1,314
2355,235511,1995-05-03,TP,13,315
4222,422211,1995-05-04,BB,3,316
4222,422211,1995-05-04,BCR,1,317
4222,422211,1995-05-04,BG,36,318
4222,422211,1995-05-04,CCF,1,319
4222,422211,1995-05-04,CP,7,320
4222,422211,1995-05-04,GSF,1,321
4222,422211,1995-05-04,GSH,5,322
4222,422211,1995-05-04,LMB,48,323
4222,422211,1995-05-04,RSF,4,324
4222,422211,1995-05-04,SQ,1,325
4222,422211,1995-05-04,WC,3,326
4222,422211,1995-05-04,WM,7,327
5086,508611,1995-05-05,BG,17,328
5086,508611,1995-05-05,CCF,3,329
5086,508611,1995-05-05,GSF,1,330
5086,508611,1995-05-05,GSH,1,331
5086,508611,1995-05-05,KS,1,332
5086,508611,1995-05-05,LMB,20,333
5086,508611,1995-05-05,PSC,1,334
5086,508611,1995-05-05,RSF,6,335
5086,508611,1995-05-05,SB,1,336
5086,508611,1995-05-05,WC,8,337
5226,522631,1995-05-05,BB,3,338
5226,522631,1995-05-05,BG,47,339
5226,522631,1995-05-05,CCF,1,340
5226,522631,1995-05-05,GSH,34,341
5226,522631,1995-05-05,LMB,43,342
5226,522631,1995-05-05,RSF,6,343
3070,307011,1995-05-08,KS,1,344
3070,307011,1995-05-08,LMB,4,345
3070,307011,1995-05-08,SB,4,346
4092,409244,1995-05-08,BG,6,347
4092,409244,1995-05-08,GSH,11,348
4092,409244,1995-05-08,LMB,9,349
4092,409244,1995-05-08,RSF,3,350
4092,409244,1995-05-08,SB,8,351
4092,409244,1995-05-08,SQ,3,352
4092,409244,1995-05-08,TP,3,353
5397,539711,1995-05-09,BG,3,354
5397,539711,1995-05-09,CP,1,355
5397,539711,1995-05-09,GSF,1,356
5397,539711,1995-05-09,GSH,1,357
5397,539711,1995-05-09,KS,19,358
5397,539711,1995-05-09,LMB,5,359
5397,539711,1995-05-09,RSF,1,360
5397,539711,1995-05-09,RSH,1,361
5397,539711,1995-05-09,WC,6,362
5446,544652,1995-05-09,BG,15,363
5446,544652,1995-05-09,CCF,1,364
5446,544652,1995-05-09,CP,2,365
5446,544652,1995-05-09,GSH,10,366
5446,544652,1995-05-09,LMB,7,367
5446,544652,1995-05-09,MSS,2,368
5446,544652,1995-05-09,RSF,13,369
5446,544652,1995-05-09,WC,2,370
4262,425631,1995-06-09,BG,21,371
4262,425631,1995-06-09,GSH,1,372
4262,425631,1995-06-09,LMB,11,373
4262,425631,1995-06-09,RSC,1,374
4262,425631,1995-06-09,RSF,3,375
4262,425631,1995-06-09,WC,7,376
4262,425641,1995-06-09,BB,3,377
4262,425641,1995-06-09,BCR,1,378
4262,425641,1995-06-09,BG,41,379
4262,425641,1995-06-09,CP,1,380
4262,425641,1995-06-09,GSH,17,381
4262,425641,1995-06-09,LMB,17,382
4262,425641,1995-06-09,RSF,9,383
4262,425641,1995-06-09,WC,5,384
4262,426244,1995-06-09,BB,4,385
4262,426244,1995-06-09,BCR,1,386
4262,426244,1995-06-09,BG,40,387
4262,426244,1995-06-09,CCF,1,388
4262,426244,1995-06-09,GSH,5,389
4262,426244,1995-06-09,LMB,22,390
4262,426244,1995-06-09,RSF,18,391
4262,426244,1995-06-09,TFS,1,392
5086,508611,1995-06-12,BG,28,393
5086,508611,1995-06-12,CCF,3,394
5086,508611,1995-06-12,CP,3,395
5086,508611,1995-06-12,GSH,4,396
5086,508611,1995-06-12,LMB,34,397
5086,508611,1995-06-12,PSC,2,398
5086,508611,1995-06-12,RSF,10,399
5086,508611,1995-06-12,SB,4,400
5086,508611,1995-06-12,SSG,5,401
5086,508611,1995-06-12,ST,5,402
5086,508611,1995-06-12,TFS,2,403
5086,508611,1995-06-12,WC,43,404
5397,539711,1995-06-13,BG,27,405
5397,539711,1995-06-13,CP,6,406
5397,539711,1995-06-13,GSF,7,407
5397,539711,1995-06-13,LMB,13,408
5397,539711,1995-06-13,RSF,4,409
5397,539711,1995-06-13,SMB,2,410
5397,539711,1995-06-13,ST,30,411
5397,539711,1995-06-13,WC,61,412
5397,539711,1995-06-13,WSU,5,413
5226,522631,1995-06-14,BCR,1,414
5226,522631,1995-06-14,BG,66,415
5226,522631,1995-06-14,CP,2,416
5226,522631,1995-06-14,GF,3,417
5226,522631,1995-06-14,GSH,50,418
5226,522631,1995-06-14,LMB,36,419
5226,522631,1995-06-14,PSC,1,420
5226,522631,1995-06-14,RSF,19,421
5226,522631,1995-06-14,ST,1,422
5226,522631,1995-06-14,WC,25,423
5446,544652,1995-06-14,BCR,1,424
5446,544652,1995-06-14,BG,50,425
5446,544652,1995-06-14,CP,3,426
5446,544652,1995-06-14,GF,6,427
5446,544652,1995-06-14,GMB,1,428
5446,544652,1995-06-14,GSH,32,429
5446,544652,1995-06-14,LMB,18,430
5446,544652,1995-06-14,LP,2,431
5446,544652,1995-06-14,MSS,1,432
5446,544652,1995-06-14,RSF,37,433
5446,544652,1995-06-14,ST,2,434
5446,544652,1995-06-14,WC,10,435
1222,122211,1995-06-15,BG,10,436
1222,122211,1995-06-15,CCF,1,437
1222,122211,1995-06-15,GSH,2,438
1222,122211,1995-06-15,LMB,6,439
1222,122211,1995-06-15,RSF,3,440
1222,122211,1995-06-15,TFS,7,441
1222,122211,1995-06-15,WC,16,442
1222,122251,1995-06-15,BCR,1,443
1222,122251,1995-06-15,BG,21,444
1222,122251,1995-06-15,CCF,1,445
1222,122251,1995-06-15,CP,6,446
1222,122251,1995-06-15,GF,1,447
1222,122251,1995-06-15,GMB,1,448
1222,122251,1995-06-15,GSH,4,449
1222,122251,1995-06-15,LMB,10,450
1222,122251,1995-06-15,RSF,12,451
1222,122251,1995-06-15,TFS,3,452
1222,122251,1995-06-15,WC,2,453
3070,307011,1995-06-19,KS,1,454
3070,307011,1995-06-19,LMB,14,455
3070,307011,1995-06-19,PSC,4,456
3070,307011,1995-06-19,SQ,10,457
3070,307011,1995-06-19,SSG,3,458
3070,307011,1995-06-19,ST,49,459
3070,307011,1995-06-19,TP,3,460
3070,307011,1995-06-19,WC,2,461
3115,311531,1995-06-19,BCR,1,462
3115,311531,1995-06-19,BG,34,463
3115,311531,1995-06-19,CP,1,464
3115,311531,1995-06-19,LMB,15,465
3115,311531,1995-06-19,PSC,2,466
3115,311531,1995-06-19,RSF,4,467
3115,311531,1995-06-19,SQ,1,468
3115,311531,1995-06-19,TP,2,469
3115,311531,1995-06-19,WC,5,470
3115,311531,1995-06-19,WM,1,471
3115,311551,1995-06-19,BG,38,472
3115,311551,1995-06-19,GF,1,473
3115,311551,1995-06-19,GSF,1,474
3115,311551,1995-06-19,GSH,1,475
3115,311551,1995-06-19,LMB,17,476
3115,311551,1995-06-19,MSS,1,477
3115,311551,1995-06-19,PSC,7,478
3115,311551,1995-06-19,RSF,6,479
3115,311551,1995-06-19,WC,4,480
3115,311551,1995-06-19,WSU,1,481
2237,223711,1995-06-20,LMP,1,482
2237,223711,1995-06-20,PSC,1,483
2237,223711,1995-06-20,SMB,10,484
2237,223711,1995-06-20,SQ,4,485
2237,223711,1995-06-20,ST,1,486
2237,223711,1995-06-20,TP,11,487
2237,223711,1995-06-20,WSU,4,488
2237,223713,1995-06-20,MSS,1,489
2237,223713,1995-06-20,RCH,2,490
2237,223713,1995-06-20,SQ,7,491
2237,223713,1995-06-20,ST,2,492
2237,223713,1995-06-20,WSU,1,493
4222,422231,1995-06-21,BB,4,494
4222,422231,1995-06-21,BG,56,495
4222,422231,1995-06-21,CP,8,496
4222,422231,1995-06-21,GSF,2,497
4222,422231,1995-06-21,GSH,2,498
4222,422231,1995-06-21,LMB,55,499
4222,422231,1995-06-21,PSC,1,500
4222,422231,1995-06-21,RSF,9,501
4222,422231,1995-06-21,SSG,2,502
4222,422231,1995-06-21,ST,6,503
4222,422231,1995-06-21,TFS,1,504
4222,422231,1995-06-21,WC,49,505
4222,422231,1995-06-21,WM,26,506
2037,203711,1995-06-22,BG,1,507
2037,203711,1995-06-22,CP,1,508
2037,203711,1995-06-22,KS,1,509
2037,203711,1995-06-22,SB,1,510
2037,203711,1995-06-22,SMB,10,511
2037,203711,1995-06-22,ST,1,512
2037,203711,1995-06-22,TFS,1,513
2037,203711,1995-06-22,TP,1,514
2037,203751,1995-06-22,CP,1,515
2037,203751,1995-06-22,KS,1,516
2037,203751,1995-06-22,LMB,1,517
2037,203751,1995-06-22,LMP,2,518
2037,203751,1995-06-22,SB,3,519
2037,203751,1995-06-22,SMB,11,520
2037,203751,1995-06-22,TP,1,521
2037,203751,1995-06-22,WC,1,522
3029,302911,1995-06-22,BCR,1,523
3029,302911,1995-06-22,GSH,1,524
3029,302911,1995-06-22,KS,1,525
3029,302911,1995-06-22,LMB,7,526
3029,302911,1995-06-22,LMP,1,527
3029,302911,1995-06-22,PSC,19,528
3029,302911,1995-06-22,SQ,7,529
3029,302911,1995-06-22,SSG,1,530
3029,302911,1995-06-22,ST,21,531
3029,302911,1995-06-22,TP,66,532
3029,302911,1995-06-22,WSU,5,533
1029,102932,1995-06-23,BB,7,534
1029,102932,1995-06-23,BCR,2,535
1029,102932,1995-06-23,BG,15,536
1029,102932,1995-06-23,CP,5,537
1029,102932,1995-06-23,GSH,35,538
1029,102932,1995-06-23,LMB,8,539
1029,102932,1995-06-23,RSF,7,540
1029,102932,1995-06-23,ST,6,541
1029,102932,1995-06-23,TP,2,542
1029,102932,1995-06-23,WC,1,543
1029,102932,1995-06-23,WSU,2,544
1029,102952,1995-06-23,BB,2,545
1029,102952,1995-06-23,BCR,9,546
1029,102952,1995-06-23,BG,25,547
1029,102952,1995-06-23,GSH,4,548
1029,102952,1995-06-23,LMB,9,549
1029,102952,1995-06-23,LP,4,550
1029,102952,1995-06-23,RSF,9,551
1029,102952,1995-06-23,SQ,2,552
1029,102952,1995-06-23,ST,1,553
1029,102952,1995-06-23,WC,1,554
1029,102952,1995-06-23,WCR,1,555
1029,102952,1995-06-23,WSU,12,556
2355,235531,1995-06-23,BB,1,557
2355,235531,1995-06-23,BCR,8,558
2355,235531,1995-06-23,BG,22,559
2355,235531,1995-06-23,CP,2,560
2355,235531,1995-06-23,GSH,4,561
2355,235531,1995-06-23,KS,1,562
2355,235531,1995-06-23,LMB,42,563
2355,235531,1995-06-23,LP,5,564
2355,235531,1995-06-23,PSC,3,565
2355,235531,1995-06-23,RSF,20,566
2355,235531,1995-06-23,SMB,1,567
2355,235531,1995-06-23,SQ,3,568
2355,235531,1995-06-23,SSG,1,569
2355,235531,1995-06-23,ST,13,570
2355,235531,1995-06-23,TFS,1,571
2355,235531,1995-06-23,TP,6,572
2355,235531,1995-06-23,WSU,6,573
1186,118611,1995-06-26,BB,1,574
1186,118611,1995-06-26,BG,27,575
1186,118611,1995-06-26,GSF,1,576
1186,118611,1995-06-26,GSH,1,577
1186,118611,1995-06-26,LMB,30,578
1186,118611,1995-06-26,RSF,39,579
1186,118611,1995-06-26,WC,9,580
1186,118611,1995-06-26,WM,2,581
1186,118611,1995-06-26,WSU,1,582
4110,411031,1995-06-27,BG,3,583
4110,411031,1995-06-27,GSH,3,584
4110,411031,1995-06-27,LMB,12,585
4110,411031,1995-06-27,ST,3,586
4110,411031,1995-06-27,TP,1,587
4110,411031,1995-06-27,WC,5,588
4110,411041,1995-06-27,GSH,3,589
4110,411041,1995-06-27,LMB,1,590
4110,411041,1995-06-27,ST,13,591
4110,411041,1995-06-27,WC,2,592
4092,409244,1995-06-29,BB,1,593
4092,409244,1995-06-29,BCR,1,594
4092,409244,1995-06-29,BG,11,595
4092,409244,1995-06-29,CP,1,596
4092,409244,1995-06-29,GSH,22,597
4092,409244,1995-06-29,LMB,19,598
4092,409244,1995-06-29,RSF,8,599
4092,409244,1995-06-29,SB,1,600
4092,409244,1995-06-29,SQ,5,601
4092,409244,1995-06-29,ST,11,602
4092,409244,1995-06-29,TP,6,603
4110,411041,1995-06-29,BB,1,604
4110,411041,1995-06-29,BG,18,605
4110,411041,1995-06-29,CP,3,606
4110,411041,1995-06-29,GSH,4,607
4110,411041,1995-06-29,LMB,6,608
4110,411041,1995-06-29,RSF,4,609
4110,411041,1995-06-29,ST,53,610
4110,411041,1995-06-29,TP,1,611
4110,411041,1995-06-29,WC,2,612
1091,109111,1995-07-05,BG,2,613
1091,109111,1995-07-05,CCF,1,614
1091,109111,1995-07-05,CP,3,615
1091,109111,1995-07-05,GSH,3,616
1091,109111,1995-07-05,LMB,5,617
1091,109111,1995-07-05,RSF,5,618
1091,109111,1995-07-05,SQ,1,619
1091,109111,1995-07-05,WC,2,620
1091,109111,1995-07-05,WSU,2,621
1091,109131,1995-07-05,BB,1,622
1091,109131,1995-07-05,BCR,1,623
1091,109131,1995-07-05,BG,44,624
1091,109131,1995-07-05,CP,3,625
1091,109131,1995-07-05,GSH,22,626
1091,109131,1995-07-05,LMB,9,627
1091,109131,1995-07-05,RSF,8,628
1091,109131,1995-07-05,ST,1,629
1091,109131,1995-07-05,TP,1,630
1091,109131,1995-07-05,WM,1,631
1091,109131,1995-07-05,WSU,1,632
1099,109931,1995-07-06,BB,2,633
1099,109931,1995-07-06,BG,121,634
1099,109931,1995-07-06,CCF,1,635
1099,109931,1995-07-06,GSH,26,636
1099,109931,1995-07-06,LMB,24,637
1099,109931,1995-07-06,PSC,2,638
1099,109931,1995-07-06,RSF,19,639
1099,109931,1995-07-06,TFS,2,640
1099,109931,1995-07-06,WC,27,641
1099,109931,1995-07-06,WM,13,642
1099,109931,1995-07-06,WSU,1,643
2037,203711,1995-08-02,LMB,1,644
2037,203711,1995-08-02,LMP,1,645
2037,203711,1995-08-02,MSS,3,646
2037,203711,1995-08-02,RSF,3,647
2037,203711,1995-08-02,SB,1,648
2037,203711,1995-08-02,SMB,8,649
2037,203711,1995-08-02,SQ,3,650
2037,203711,1995-08-02,WSU,3,651
2037,203711,1995-08-02,YFG,1,652
2037,203751,1995-08-02,BCR,2,653
2037,203751,1995-08-02,RSF,3,654
2037,203751,1995-08-02,SB,1,655
2037,203751,1995-08-02,SMB,14,656
2037,203751,1995-08-02,WSU,1,657
2037,203751,1995-08-02,YFG,5,658
2237,223711,1995-08-02,BG,1,659
2237,223711,1995-08-02,CP,2,660
2237,223711,1995-08-02,GSH,1,661
2237,223711,1995-08-02,LMB,6,662
2237,223711,1995-08-02,LP,1,663
2237,223711,1995-08-02,PSC,4,664
2237,223711,1995-08-02,SMB,9,665
2237,223711,1995-08-02,SQ,2,666
2237,223711,1995-08-02,TP,6,667
2237,223711,1995-08-02,WCR,1,668
2237,223711,1995-08-02,WSU,2,669
2237,223711,1995-08-02,YFG,13,670
2237,223713,1995-08-02,MSS,6,671
2237,223713,1995-08-02,SB,1,672
2237,223713,1995-08-02,SMB,1,673
2237,223713,1995-08-02,SQ,3,674
2237,223713,1995-08-02,WSU,1,675
2237,223713,1995-08-02,YFG,8,676
3070,307011,1995-08-03,BG,1,677
3070,307011,1995-08-03,LMB,6,678
3070,307011,1995-08-03,MSS,4,679
