GPSID,ResSitesID,Date,StartLatDeg,StartLatDec,StartLonDeg,StartLonDec,EndLatDeg,EndLatDec,EndLonDeg,EndLonDec
1,382,2001-04-05,38,15.531,121,29.618,NA,NA,NA,NA
2,383,2001-04-09,37,59.858,121,21.979,37,59.705,121,21.751
3,384,2001-04-10,37,56.445,121,32.194,37,56.457,121,32.531
4,385,2001-04-11,38,2.809,121,31.672,38,2.874,121,31.514
5,386,2001-04-11,38,5.146,121,32.53,38,5.109,121,32.641
6,387,2001-04-16,38,8.622,121,26.672,38,8.726,121,26.354
7,388,2001-04-12,38,15.806,121,27.668,38,15.783,121,27.725
8,389,2001-04-17,38,3.416,121,47.353,38,3.651,121,47.213
9,390,2001-04-18,38,11.584,121,37.419,38,11.659,121,37.104
10,391,2001-04-19,38,16.441,121,36.139,38,16.688,121,36.022
11,392,2001-04-23,37,55.268,121,33.27,37,55.497,121,33.431
12,393,2001-04-24,38,4.093,121,38.869,38,3.805,121,38.867
13,394,2001-04-25,37,57.215,121,27.115,37,57.054,121,26.861
14,395,2001-04-26,37,54.488,121,30.83,37,54.36,121,30.75
15,415,2001-06-01,38,2.602,121,26.45,38,2.473,121,26.395
16,416,2001-06-04,38,0.42,121,34.832,38,0.152,121,34.822
17,417,2001-06-05,37,56.156,121,33.644,37,55.955,121,33.421
18,418,2001-06-07,38,10.776,121,39.755,38,10.633,121,39.667
19,419,2001-06-08,37,59.664,121,25.552,37,59.559,121,25.909
20,420,2001-06-11,38,5.54,121,29.795,38,5.44,121,30.149
21,421,2001-06-12,38,4.963,121,32.295,38,5.148,121,32.12
22,422,2001-06-14,37,47.307,121,20.725,37,47.133,121,20.488
23,423,2001-06-15,37,49.179,121,30.072,37,49.167,121,30.155
24,424,2001-06-20,38,17.053,121,30.223,38,16.861,121,29.973
25,425,2001-06-22,38,12.926,121,32.413,38,12.726,121,32.171
26,426,2001-06-25,38,12.268,121,26.588,38,12.265,121,26.226
27,427,2001-06-26,38,1.684,121,46.668,38,1.616,121,47.011
28,428,2001-06-27,38,1.591,121,43.04,38,1.479,121,43.04
29,429,2001-06-28,38,8.423,121,27.342,38,8.403,121,27.181
30,430,2001-06-28,38,8.416,121,27.524,38,8.423,121,27.342
31,436,2001-06-29,38,2.972,121,31.974,38,3.247,121,31.942
32,437,2001-05-03,38,5.68,121,35.047,38,5.905,121,35.767
33,438,2001-05-04,38,15.414,121,29.866,38,15.586,121,29.622
34,441,2001-05-07,38,3.07,121,31.394,38,3.224,121,31.298
35,442,2001-05-08,38,4.685,121,38.831,38,4.729,121,38.887
36,443,2001-05-08,38,4.116,121,49.299,38,3.947,121,48.989
37,480,2001-05-09,37,50.727,121,32.246,37,50.946,121,32.469
38,481,2001-05-10,38,4.858,121,26.713,38,5.008,121,26.541
39,482,2001-05-14,37,48.038,121,25.611,37,48.05,121,25.763
40,483,2001-05-15,38,1.211,121,27.934,38,1.001,121,27.691
41,486,2001-05-17,38,15.053,121,30.253,38,15.049,121,30.348
42,487,2001-05-17,38,15.049,121,30.348,38,15.19,121,30.285
43,488,2001-05-21,38,16.184,121,28.36,38,16.153,121,28.707
44,489,2001-05-22,38,16.981,121,38.645,38,16.781,121,38.447
45,490,2001-05-22,38,14.819,121,42.168,38,14.793,121,42.192
46,491,2001-05-22,38,14.793,121,42.263,38,14.811,121,42.192
47,492,2001-05-23,38,3.247,121,37.574,38,3.062,121,37.751
48,493,2001-05-23,37,55.689,121,33.479,37,55.448,121,33.385
49,494,2001-07-02,38,1.726,121,31.273,38,1.476,121,31.421
50,495,2001-07-05,38,4.959,121,38.967,38,4.959,121,38.828
51,496,2001-07-06,38,1.354,121,36.481,38,1.574,121,36.592
52,497,2001-07-09,38,15.366,121,28.585,38,15.156,121,28.772
53,498,2001-07-10,38,17.086,121,35.208,38,17.269,121,34.987
54,499,2001-07-11,37,57.491,121,36.254,37,57.756,121,36.253
55,500,2001-07-12,38,7.948,121,33.855,38,7.715,121,33.663
56,501,2001-07-13,37,58.783,121,19.175,37,58.851,121,19.381
57,502,2001-07-16,38,2.697,121,26.852,38,2.728,121,26.85
58,503,2001-07-16,38,2.668,121,26.99,38,2.574,121,26.93
59,504,2001-07-17,38,5.061,121,25.722,38,5.053,121,26.065
60,505,2001-07-18,37,51.887,121,19.55,37,52.13,121,19.702
61,506,2001-07-23,37,49.149,121,31.3,37,49.157,121,30.952
62,507,2001-07-25,37,55.188,121,35.411,37,55.046,121,35.584
63,508,2001-07-26,38,3.979,121,48.756,38,4.055,121,49.078
64,509,2001-08-01,38,11.787,121,27.781,38,12.012,121,27.603
65,510,2001-08-02,37,58.353,121,34.721,37,58.473,121,34.812
66,511,2001-08-03,38,9.417,121,32.101,38,9.408,121,32.142
67,512,2001-08-06,37,58.763,121,20.397,37,58.602,121,20.673
68,513,2001-08-07,38,13.643,121,30.033,38,13.5,121,30.298
69,514,2001-08-08,38,1.795,121,48.974,38,1.766,121,48.961
70,515,2001-08-09,37,52.953,121,34.475,37,52.878,121,34.529
71,516,2001-08-09,37,52.878,121,34.529,37,52.708,121,34.64
72,517,2001-08-10,37,59.908,121,29.342,38,0.115,121,29.147
73,518,2001-08-14,38,4.561,121,50.507,38,4.432,121,50.227
74,519,2001-08-15,38,12.252,121,26.242,38,12.253,121,25.897
75,520,2001-08-16,37,50.9,121,32.426,37,50.741,121,32.243
76,521,2001-08-21,38,1.804,121,34.235,38,1.884,121,34.045
77,522,2001-08-22,37,49.866,121,33.194,37,49.839,121,33.097
78,523,2001-08-22,37,49.839,121,33.097,37,49.941,121,33.006
79,524,2001-08-23,38,5.177,121,30.978,38,4.948,121,30.808
80,525,2001-08-24,38,0.145,121,26.721,38,0.049,121,26.892
81,526,2001-09-04,38,16.348,121,40.057,38,16.281,121,40.104
82,527,2001-09-04,38,16.281,121,40.104,38,16.101,121,40.198
83,528,2001-09-05,38,1.553,121,34.773,38,1.305,121,34.854
84,529,2001-09-06,38,3.501,121,32.242,38,3.621,121,32.122
85,530,2001-09-14,38,5.655,121,29.595,38,5.848,121,29.623
86,531,2001-09-17,38,6.335,121,36.12,38,6.321,121,35.794
87,532,2001-09-18,38,2.154,121,23.122,38,2.158,121,22.778
88,533,2001-09-18,38,1.978,121,22.568,38,1.966,121,22.233
89,534,2001-09-19,37,53.21,121,19.867,37,52.945,121,19.914
90,535,2001-09-20,38,14.29,121,29.916,38,14.06,121,30.07
91,536,2001-09-21,38,8.38,121,29.234,38,8.315,121,28.923
92,537,2001-09-25,37,50.045,121,18.847,37,50.245,121,18.999
93,538,2001-09-25,37,50.105,121,18.94,37,50.187,121,18.98
94,539,2001-09-26,38,0.076,121,34.744,37,59.953,121,34.69
95,540,2001-09-26,37,59.963,121,34.69,37,59.954,121,34.531
96,541,2001-09-27,38,8.405,121,41.933,38,8.328,121,41.722
97,542,2001-09-27,38,3.913,121,38.931,38,3.67,121,38.926
98,543,2001-09-27,38,3.81,121,38.932,38,3.73,121,38.93
99,544,2001-09-28,37,55.04,121,36.181,37,54.984,121,36.223
100,545,2001-10-02,37,56.706,121,20.481,37,56.538,121,20.73
101,546,2001-10-03,37,57.961,121,31.849,37,58.182,121,31.653
102,547,2001-10-04,38,5.117,121,25.005,38,5.13,121,25.023
103,548,2001-10-05,38,14.853,121,39.991,38,14.869,121,40
104,549,2001-10-09,38,23.844,121,39.317,38,26.47,121,37.78
105,550,2001-10-10,38,19.203,121,34.702,38,19.541,121,34.615
106,551,2001-10-15,37,59.016,121,18.653,37,58.831,121,18.892
107,552,2001-10-16,38,2.593,121,22.886,38,2.593,121,22.541
108,553,2001-10-17,37,54.829,121,31.182,37,54.815,121,31.121
109,554,2001-10-18,38,2.558,121,48.553,38,2.507,121,48.89
110,555,2001-10-19,38,2.088,121,35.048,38,1.872,121,34.966
111,556,2001-10-22,38,0.106,121,22.297,37,59.852,121,22.373
112,557,2001-10-24,37,52.374,121,31.516,37,52.501,121,31.216
113,558,2001-10-25,37,59.984,121,27.104,37,59.715,121,27.159
114,559,2001-10-26,38,0.772,121,27.304,38,0.626,121,27.022
115,560,2001-11-01,38,15.581,121,35.694,38,15.329,121,35.796
116,561,2001-11-02,38,10.113,121,27.949,38,10.149,121,27.62
117,562,2001-11-05,37,54.192,121,30.2,37,54.181,121,30.007
118,563,2001-11-05,37,54.181,121,30.007,37,54.195,121,29.86
119,564,2001-11-06,38,2.057,121,34.302,38,1.793,121,34.295
120,565,2001-11-07,38,8.443,121,30.134,38,8.474,121,30.238
121,566,2001-11-07,38,8.441,121,30.023,38,8.413,121,30.206
122,567,2001-11-08,38,1.044,121,39.054,38,0.886,121,38.782
123,568,2001-11-09,37,59.66,121,25.528,37,59.666,121,25
124,569,2001-11-13,38,3.004,121,27.966,38,2.974,121,27.972
125,570,2001-11-13,38,0.073,121,26.764,38,0.316,121,26.615
126,571,2001-11-14,37,52.42,121,19.875,37,52.688,121,19.924
127,572,2001-11-15,38,2.696,121,42.828,38,2.58,121,43.138
128,573,2001-11-16,38,14.325,121,36.211,38,14.058,121,36.21
129,574,2001-11-16,38,14.325,121,36.211,38,14.203,121,36.232
130,575,2001-11-19,38,16.175,121,29.875,38,16.118,121,29.809
131,576,2001-11-20,38,0.873,121,33.639,38,1.049,121,33.977
132,577,2001-11-27,37,54.893,121,31.055,37,54.854,121,31.392
133,578,2001-12-03,38,2.09,121,34.147,38,2.357,121,34.127
134,579,2001-12-03,38,2.828,121,34.8,38,2.669,121,34.586
135,580,2001-12-04,38,14.786,121,30.651,38,14.562,121,30.836
136,581,2001-12-05,37,49.153,121,32.293,37,49.15,121,32.647
137,582,2001-12-06,38,1.894,121,49.08,38,1.717,121,48.828
138,583,2001-12-07,37,57.618,121,20.216,37,57.514,121,20.661
139,584,2001-12-10,38,2.494,121,26.101,38,2.501,121,25.957
140,585,2001-12-10,38,2.501,121,25.957,38,2.537,121,26.016
141,586,2001-12-11,38,19.321,121,39.064,38,19.056,121,39.132
142,587,2001-12-12,38,2.145,121,22.878,38,2.147,121,23.21
143,588,2001-12-13,37,50.588,121,18.984,37,49.148,121,20.995
144,589,2001-12-18,38,1.384,121,46.493,38,1.512,121,46.19
145,590,2001-12-19,38,2.785,121,38.708,38,2.57,121,38.913
146,591,2001-12-21,38,5.083,121,25.516,38,5.086,121,25.863
147,592,2001-12-27,37,56.455,121,21.841,37,56.555,121,22.156
148,593,2001-12-31,37,56.521,121,33.669,37,56.676,121,33.56
149,594,2002-01-03,38,6.709,121,41.983,38,6.897,121,41.801
150,595,2002-01-04,38,1.854,121,29.879,38,1.676,121,29.93
151,596,2002-01-07,38,14.57,121,28.966,38,14.398,121,29.231
152,597,2002-01-08,37,49.511,121,33.078,37,49.406,121,33.113
153,598,2002-01-08,37,49.279,121,33.004,37,49.406,121,33.113
154,599,2002-01-09,38,13.974,121,40.239,38,13.943,121,40.182
155,600,2002-01-09,38,13.943,121,40.182,38,13.921,121,40.33
156,601,2002-01-11,37,59.658,121,25.515,37,59.664,121,25.192
157,602,2002-01-14,38,16.192,121,29.866,38,16.123,121,29.885
158,603,2002-01-14,38,16.123,121,29.885,38,16.002,121,29.87
159,604,2002-01-15,38,12.56,121,33.437,38,12.427,121,33.443
160,605,2002-01-15,38,12.427,121,33.443,38,12.289,121,33.43
161,606,2002-01-16,38,2.827,121,38.717,38,2.721,121,38.801
162,607,2002-01-16,38,2.723,121,38.837,38,2.827,121,38.717
163,608,2002-01-30,37,59.616,121,21.006,37,59.599,121,21.403
164,609,2002-01-30,37,59.594,121,21.427,37,59.606,121,21.764
165,610,2002-02-13,38,12.871,121,36.112,38,14.142,121,36.151
166,611,2002-02-13,38,17.431,121,38.457,38,17.409,121,38.637
167,612,2002-02-14,38,2.884,121,34.808,38,2.684,121,34.651
168,613,2002-02-14,37,57.748,121,34.055,37,57.713,121,33.99
169,614,2002-02-14,37,57.713,121,33.99,37,57.549,121,33.829
170,615,2002-02-15,38,58.669,121,20.624,38,58.802,121,20.328
171,616,2002-02-19,38,8.471,121,29.442,38,8.372,121,29.173
172,617,2002-02-20,38,1.513,121,46.194,38,1.392,121,46.483
173,618,2002-02-07,38,3.1,121,37.461,38,2.934,121,37.37
174,619,2002-02-08,38,2.837,121,48.579,38,3.015,121,48.693
175,620,2002-02-11,37,55.855,121,33.513,37,55.589,121,33.608
176,621,2002-02-11,37,54.852,121,31.612,37,54.853,121,31.952
177,622,2002-02-20,38,9.982,121,40.87,38,9.736,121,41.032
178,623,2002-02-21,37,49.047,121,18.92,37,49.108,121,19.106
179,624,2002-02-21,37,49.108,121,19.106,37,49.145,121,19.185
180,625,2002-02-22,38,4.34,121,23.708,37,4.339,121,24.052
181,626,2002-02-25,37,59.794,121,30.608,37,59.911,121,30.581
182,627,2002-02-25,37,56.69,121,31.737,37,57.046,121,31.482
183,628,2002-02-26,37,52.884,121,23.124,37,52.634,121,23.008
184,629,2002-02-27,37,54.925,121,30.729,37,54.756,121,30.99
185,630,2002-02-27,38,3.132,121,26.942,38,2.865,121,26.89
186,631,2002-03-05,38,10.839,121,29.484,38,10.669,121,29.761
187,632,2002-03-07,37,57.805,121,28.143,37,57.943,121,28.434
188,633,2002-03-11,38,10.785,121,39.742,38,10.696,121,39.824
189,634,2002-03-11,38,10.696,121,39.824,38,10.622,121,39.634
190,635,2002-03-12,38,3.053,121,41.948,38,3.246,121,41.702
191,636,2002-03-12,38,2.505,121,40.185,38,2.561,121,39.849
192,637,2002-03-13,38,1.748,121,29.325,38,1.968,121,29.506
193,638,2002-03-13,38,2.995,121,27.886,38,3.079,121,27.561
194,639,2002-03-14,38,10.643,121,34.768,38,10.496,121,34.821
195,640,2002-03-14,38,10.765,121,34.724,38,10.643,121,34.768
196,641,2002-03-15,37,48.018,121,18.748,37,48.282,121,18.784
197,642,2002-03-18,38,1.453,121,28.106,38,1.206,121,27.956
198,643,2002-03-19,37,48.491,121,32.379,37,48.657,121,32.656
199,644,2002-03-20,38,13.411,121,29.534,38,13.377,121,29.574
200,645,2002-03-20,38,13.377,121,29.574,38,13.276,121,29.695
201,646,2002-03-20,38,13.276,121,29.695,38,13.227,121,29.776
202,647,2002-03-21,38,3.27,121,35.04,38,3.105,121,34.997
203,648,2002-03-25,37,59.599,121,21.076,37,59.71,121,21.021
204,649,2002-03-27,37,47.65,121,31.134,37,47.452,121,30.909
205,650,2002-04-04,38,0.955,121,30.973,38,1.218,121,30.901
206,651,2002-04-04,38,3.24,121,31.94,38,2.96,121,31.982
207,652,2002-04-04,38,2.569,121,28.748,38,2.787,121,28.578
208,653,2002-04-08,38,2.379,121,26.255,38,2.406,121,26.617
209,654,2002-04-09,38,3.003,121,48.339,38,2.908,121,48.475
210,655,2002-04-15,38,12.251,121,26.838,38,12.251,121,26.497
211,656,2002-04-16,38,10.868,121,34.647,38,10.894,121,34.43
212,657,2002-04-18,38,18.329,121,39.188,38,18.081,121,39.248
213,658,2002-04-22,37,51.234,121,19.273,37,51.379,121,19.197
214,659,2002-04-22,37,51.379,121,19.25,37,19.197,121,51.423
215,660,2002-04-23,38,1.248,121,34.808,38,0.981,121,34.819
216,661,2002-04-23,38,0.89,121,36.598,38,0.771,121,36.796
217,662,2002-04-23,38,0.771,121,36.796,38,0.718,121,36.867
218,663,2002-04-25,38,6.344,121,43.33,38,6.527,121,43.061
219,664,2002-04-29,37,57.761,121,19.665,37,57.673,121,19.987
220,665,2002-05-01,38,6.315,121,29.483,38,6.299,121,29.349
221,666,2002-05-08,38,6.708,121,42.814,38,6.467,121,43.168
222,667,2002-05-09,37,54.358,121,36.643,37,54.492,121,36.538
223,668,2002-05-09,37,54.492,121,36.538,37,54.596,121,36.498
224,669,2002-05-13,37,59.87,121,24.376,37,59.94,121,24.293
225,670,2002-05-13,37,59.94,121,24.293,38,0.06,121,24.169
226,671,2002-05-13,38,4.369,121,30.189,38,4.641,121,30.153
227,672,2002-05-14,38,19.041,121,40.047,38,19.304,121,40.047
228,673,2002-05-16,38,16.018,121,29.838,38,16.037,121,29.733
229,674,2002-05-21,38,3.164,121,50.042,38,2.892,121,50.059
230,675,2002-05-22,37,48.091,121,26.891,37,48.148,121,26.862
231,677,2002-04-30,37,50.259,121,22.844,37,50.066,121,23.075
232,678,2002-04-30,37,49.22,121,28.326,37,49.221,121,27.99
233,679,2002-05-30,38,0.642,121,33.103,38,0.601,121,33.192
234,680,2002-05-30,37,58.193,121,31.563,37,58.02,121,31.828
235,681,2002-05-30,37,55.634,121,31.556,37,55.489,121,31.552
236,682,2002-05-30,37,55.489,121,31.552,37,55.388,121,31.483
237,683,2002-05-31,38,14.901,121,42.453,38,15.046,121,42.744
238,684,2002-06-03,38,11.807,121,39.5,38,12.077,121,39.537
239,685,2002-06-03,38,14.437,121,41.073,38,14.503,121,40.913
240,686,2002-06-04,38,1.965,121,29.507,38,2.19,121,29.42
241,687,2002-06-04,38,5.161,121,32.239,38,5.161,121,32.239
242,688,2002-06-04,38,2.029,121,34.307,38,2.303,121,34.282
243,689,2002-06-04,38,0.153,121,27.109,38,0.071,121,27.198
244,690,2002-06-05,38,2.92,121,42.34,38,3,121,42.126
245,691,2002-06-05,38,2.862,121,42.425,38,2.92,121,42.39
246,692,2002-06-05,38,4.76,121,44.908,38,4.952,121,44.535
247,693,2002-06-06,38,1.28,121,23.273,38,1.011,121,23.251
248,694,2002-06-06,38,1.83,121,24.223,38,1.711,121,24.188
249,695,2002-06-06,38,0.186,121,23.921,38,0.344,121,23.635
250,696,2002-06-10,37,48.133,121,22.185,37,48.101,121,22.47
251,697,2002-06-17,37,54.082,121,19.574,37,53.806,121,19.668
252,698,2002-06-12,38,5.105,121,25.203,38,4.922,121,24.979
253,699,2002-06-28,37,55.849,121,33.51,37,55.585,121,33.609
254,700,2002-07-02,38,4.889,121,32.419,38,5.056,121,32.665
255,701,2002-07-03,38,3.103,121,31.359,38,3.181,121,31.214
256,702,2002-07-08,37,58.81,121,20.006,37,58.9,121,19.679
257,703,2002-07-10,38,3.374,121,48.844,38,3.477,121,49.16
258,704,2002-07-11,38,16.525,121,29.727,38,16.198,121,29.752
259,705,2002-07-12,38,13.202,121,29.804,38,13.371,121,29.544
260,706,2002-07-15,38,3.22,121,38.567,38,3.142,121,38.248
261,707,2002-07-17,37,58.328,121,35.412,37,58.297,121,35.265
262,708,2002-07-18,38,11.669,121,28.644,38,11.481,121,28.891
263,709,2002-07-19,37,51.78,121,33.001,37,51.127,121,33.721
264,710,2002-07-22,37,52.076,121,34.502,37,52.248,121,34.756
265,711,2002-07-26,37,49.047,121,21.516,37,49.167,121,21.785
266,712,2002-07-29,38,19.947,121,40.018,38,19.68,121,40.018
267,713,2002-07-30,38,5.489,121,44.556,38,5.661,121,44.274
268,714,2002-07-31,38,16.97,121,38.612,38,16.765,121,38.401
269,715,2002-08-01,38,10.845,121,35.207,38,11.052,121,35.034
270,716,2002-08-02,38,0.075,121,22.26,37,59.842,121,22.291
271,717,2002-08-05,38,5.213,121,24.091,38,5.218,121,24.434
272,718,2002-08-07,38,2.135,121,29.879,38,2.285,121,30.158
273,719,2002-08-09,38,12.663,121,30.341,38,12.444,121,30.523
274,720,2002-08-09,38,12.209,121,28.716,38,11.996,121,28.6
275,721,2002-08-12,37,49.215,121,32.921,37,49.208,121,32.688
276,722,2002-08-12,37,49.272,121,32.997,37,49.215,121,32.921
277,723,2002-08-13,38,5.654,121,44.295,38,5.837,121,44.062
278,724,2002-08-14,38,4.772,121,26.874,38,4.913,121,26.688
279,725,2002-08-16,38,1.959,121,43.141,38,1.981,121,42.808
280,726,2002-08-20,38,3.477,121,32.167,38,3.517,121,32.349
281,727,2002-08-22,38,5.458,121,31.909,38,3.478,121,32.168
282,728,2002-08-27,37,59.952,121,34.522,38,0.089,121,34.745
283,729,2002-08-28,37,47.968,121,31.452,37,48.084,121,31.711
284,730,2002-09-03,37,55.907,121,33.377,37,56.09,121,33.579
285,731,2002-12-02,38,11.636,121,38.103,38,11.481,121,38.382
286,732,2002-12-02,38,1.936,121,46.856,38,1.657,121,46.989
287,733,2002-12-03,37,46.937,121,29.353,37,46.956,121,29.581
288,734,2002-05-23,38,2.538,121,37.706,38,2.292,121,37.551
289,735,2002-05-23,38,2.531,121,26.929,38,2.378,121,26.641
290,736,2002-12-04,38,12.77,121,29.711,38,12.564,121,29.501
291,737,2002-12-04,38,16.206,121,27.53,38,16.2,121,27.423
292,738,2002-12-04,38,16.2,121,27.423,38,16.204,121,27.338
293,739,2002-12-05,38,0.205,121,34.034,38,0.301,121,33.781
294,740,2002-12-06,38,6.168,121,29.3,38,6.079,121,29.288
295,741,2002-12-06,38,6.079,121,29.288,38,6.006,121,29.324
296,742,2002-12-06,38,6.006,121,29.324,38,6.017,121,29.409
297,743,2002-12-06,38,2.706,121,23.496,38,2.706,121,23.496
298,744,2002-12-09,38,1.476,121,43.277,38,1.349,121,42.985
299,745,2002-12-10,38,19.955,121,34.311,38,19.742,121,34.507
300,746,2002-12-12,37,53.315,121,19.788,37,53.565,121,19.688
301,747,2002-12-13,38,2.34,121,34.168,38,2.572,121,34.326
